tweet_id,analysis_text,historical_reply,human_intent,human_reply_quality,human_action,human_notes,intent,similarity_score,decision,reason,final_reply,evidence_reply,evidence_tweet_id
530799,amazon told me a fraudulent purchase on my account had been cancelled but my money has now left my bank account - would like this resolved quickly?,@242941 Sorry to hear that. Please reach out to us here: https://t.co/JzP7hlRCV9 via phone or Live Chat and we can look in to this for you.^TI,refund_payment,Poor,ESCALATE,Customer reports money taken after a fraudulent purchase was cancelled.,account_login,0.2987,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,used once the product is returned. 2/2,973548
537427,"I think Black Friday/Cyber Monday broke My subscribe &amp; save items were stuck in perpetual “shipping soon, delivery today” and are now “shipping today, arriving Dec 1st”. Some glitch but now no one knows when they’ll be here. 🧐",@244579 So sorry to hear about the issues with your order! Have you already contacted us directly here?  https://t.co/Q7Ftz6nj80 ^GS,delivery,Acceptable,ESCALATE,Subscribe & Save orders have conflicting shipping and delivery status.,delivery,0.2175,ESCALATE,Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Have you tried getting in touch here:,29532
2883445,"Bonjour, un abonnement couche Pampers devait être livré le 24/11 et n'est apparemment pas encore expédié. Peut-on en savoir plus ?","@799934 Bonjour, Je suis désolé. Contactez s'il vous plaît notre service client pour qu'ils vous aident via https://t.co/hgIrz98cdI",delivery,Acceptable,ESCALATE,Customer's scheduled delivery has not shipped.,other,0.3559,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"N'ayant pas accès à votre compte depuis Twitter, veuillez signaler ce retard à notre SAV via :",1261803
825485,hello I ordered something over a month ago unknowingly from a merchant and never received it &amp; the merchant has terrible reviews,@316607 We're sorry for the trouble you've had! Have you contacted this third-party seller to obtain any info about your order status? ^WM,order,Poor,ESCALATE,Customer has not received an order from a third-party merchant after a month.,order,0.2803,ESCALATE,Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"I'm sorry it hasn't arrived! Do you know if this order was shipped directly by Amazon, or by a third-party seller on our website:",510416
1381482,"I do not agree with your statement, offline retailer helps the buyer to resolve these issues. You need to put in a word to Micromax. I will be going to consumer court and your company will be made part of the complain.",@441542 here:https://t.co/gYYDFKUNPY Appreciate your understanding in this matter. 3/3 ^EM,product_issue,Poor,ESCALATE,Customer has a product-related complaint and threatens consumer court action.,customer_service,0.2529,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"We can't access your account over Twitter, owing to security reasons. You can choose to write back to our e-mail.",179137
420940,Should i wait till 10 pm estimated delivery time is 8 pm but not received by 8 pm not happy with service provided by @115850,@191024 I've shared your feedback with the concerned team for review. ^HA,delivery,Acceptable,ESCALATE,Delivery has not arrived by the estimated time.,delivery,0.2685,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Deliveries can still be made by 8 PM. Please keep us posted on its arrival. We want to make sure you get your item.,1370725
1255409,Ainda não mas mal posso esperar! Parabéns pelo serviço show ♥️,@414363 Obrigada pelo carinho 💕 Boa leitura! ^VL,other,Good,AUTO_HANDLE,ositive message with no support issue.,other,0.5374,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Correto, Vy. Sugerimos contatar com nossos colegas do SAC neste link: Pode contatar pela opção de telefone, e-maill ou bate-papo.",485356
919419,I have already replied to Gowtham from your social media team. Please check your email.,@338251 Thanks foe keeping us posted. We'll revert to you shortly. ^MS,customer_service,Good,ESCALATE,Customer has already responded to support and asks the team to check email.,other,0.4538,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Hi, I can confirm we've received your DM and will reply to your message shortly.",1061328
1059289,"Bonsoir, je ne pensais pas avoir la chance de trouver un tapis de bain pour seulement 0.01€.","@370099 🙄!Pourriez-vous m'indiquer le lien vers l'article, je vous prie?^FT",other,Good,AUTO_HANDLE,Customer makes a positive/commentary statement without a support issue.,other,0.2743,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Você já entrou em contato com o nosso SAC para reportar o acontecido?,823131
1022752,"I m sorry-i m sorry, you just can’t repeat it everyday, whre is d solution, it was supposed to be delivered on Thursday. @115850","@332948 I get you being upset, Praveen. We'd like to get this sorted out, please revert to the email you've received from us. ^MS",delivery,Acceptable,ESCALATE,Customer is frustrated about a missed promised delivery.,other,0.3796,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Please tell us more about this issue you are encountering. We'd love to help!,2511623
502533,"On previous returns I've been provided with an Authorization Label which must go inside the box. On this occasion, I only got a label for the outside of the box.","@157101 How odd! We're unable to review order details over Twitter, but we'd like to investigate this with you. Whenever you've got some time, feel free to reach us directly here: https://t.co/JzP7hlA23B",return,Poor,ESCALATE,Customer is missing the required return authorization label.,return,0.2725,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Please reach us here:,1687248
667004,"@115851 - Technical Support Rep, Grey just crushed my Echo issue! AWESOME Customer service! #Resolved BTW: #CLTisPrime","@278942 That's what we like to hear! Thanks for letting us help you today, and thanks for choosing Amazon! ^WT",customer_service,Good,AUTO_HANDLE,Customer confirms the support issue was successfully resolved.,customer_service,0.2977,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Apologies for the delay with your order. Please reply to the email sent previously by our team for more assistance with this.,1498577
2339100,I am an individual seller. Sold a mobile. Payment pending for many days. See that it should have been done on 18th itself. Still no show.,@294240 Sorry for the trouble. Please provide your details here: https://t.co/beaaDm0muc We will look into it and assist further. ^GU,refund_payment,Acceptable,ESCALATE,Seller reports a payment that has remained pending.,refund_payment,0.1892,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,This is certainly not the experience we want our customers to have. We'd like to look at this closer with you Mark. When you have a moment could you reach out to us here: and we can work to resolve this situation?,2836901
246369,Tbh this is the 2nd time this has happened I'm not very happy why put a release date when you don't have the stock,@174522 What is the delivery date of the Vinyl advised?: https://t.co/aaDyEz1VgE ^PK,product_issue,Poor,ESCALATE,Customer complains about product availability and misleading release timing.,other,0.2816,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"I'm sorry to see your order wasn't delivered today! Typically, late shipments arrive within the next business day or two. If not received by Thursday, please reach us directly via phone or chat so we can look into available options for you:",2867163
788630,Yeah. My Amazon Echo ships early November. I can't wait 😐,"@176386 Haha! We can't wait too, Eashwar! Don't forget to tell us how you like the device once you receive it. ^JC",other,Good,AUTO_HANDLE,Customer is simply commenting positively about an upcoming shipment.,other,0.4501,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Oh no! Have you performed a manual update? If not, please attempt to update and then let us know if it doesn't work within a time period of 24 hours. For live assistance, please contact us here:",2685107
1011471,Done. Will wait for your call,"@359320 I get your concern, Hiren. We've received your details and we'll reach out to you with an update at earliest. ^SV",customer_service,Good,AUTO_HANDLE,Customer has completed the requested action and is waiting for follow-up.,other,0.5663,ESCALATE,Intent is unclear or sensitive,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I'm sorry it is taking longer than expected. We shall connect with you soon.,288197
2923438,Pl update the website..,"@809006 Hey, the results shall be updated on the website shortly. Stay tuned for future updates! ^AB",customer_service,Acceptable,AUTO_HANDLE,Customer requests a website update.,other,0.4268,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Customer message is too short or vague,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Please access this link: Thank you for your patience and cooperation.,300541
460099,"Ugh yeah, y'all missed the ""guaranteed delivery date""... And no new delivery date.",@224326 Thanks for the update. What does the most recent tracking information state here: https://t.co/q4LAMZ3tbE? ^GG,delivery,Poor,ESCALATE,Guaranteed delivery date was missed with no replacement date.,delivery,0.4981,ESCALATE,Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Please be assured, delivery would be done as per the estimated delivery date mentioned.",2663573
2966386,"I returned an item and you received it yesterday and it is still not processed so I wanted to check and see what is going on, however the person from the customer support was not able to understand my question AT ALL!","@818378 Kiril, I'm sorry to hear that you weren't able to get any clarify about your refund/return. Returns can take up to two weeks to process. To learn more, click here: 
https://t.co/g6yZ1oJDKu

To check the status of your refund: https://t.co/2KnvM4eAYj. ^SY",return,Acceptable,ESCALATE,Returned item has been received but not yet processed.,customer_service,0.2096,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Parcels can be delivered up to 21:00. Please keep us updated on its arrival. We're here to help!,2436380
2946797,Tô levando um pra ler no intervalo do trabalho 😁,"@813920 Ficamos curiosos Camila, qual deles escolheu? 😱 ^AZ",other,Good,AUTO_HANDLE,Casual positive comment with no customer support issue.,other,0.4209,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Sinto muito pelo inconveniente, sugiro você entrar em contato como o SAC para verificar o acontecido.",2115551
2821084,@115821 Can https://t.co/l4KEtoU9Lh deny me access to my inventory? They are doing it! https://t.co/AR9HYQXAcU https://t.co/47BsUJRCsR,@347097 Please reach out to seller support as we do not have access to account details here on Twitter I'm afraid - https://t.co/vsSnN0yboP ^KM,account_login,Acceptable,ESCALATE,Customer reports being denied access to inventory/account resources.,other,0.5459,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"I'm sorry one of your glasses broke. If you haven't already, please contact us for options: To link your packaging feedback to the order, please visit:",2754612
54387,Não estou conseguindo sincronizar os livros que baixei pelo serviço Unlimited no meu aparelho. Aparece uma mensagem de que está pendente,@128311 Olá Thalyta! Sinto muito em saber do inconveniente! Por gentileza acesse o seguinte link: https://t.co/GnA4dCmKdN   ^JJ,product_issue,Acceptable,ESCALATE,Kindle Unlimited books are not synchronizing correctly.,other,0.4187,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Oi Stephanny, sinto muito o ocorrido. Poderia me informar se os livros foram vendidos e enviados por Amazon ou por um vendedor marketplace?",545704
962101,😳😳 sense of humour is missing@,"@348292 All the best for the results, Saurabh. ^KS",other,Good,AUTO_HANDLE,Casual comment without a support issue.,other,0.3125,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I'm sorry your items was missing a piece! You can check out return options here:,332003
2111054,@115850 is applying predatory practices. No option to write product review for @121284 . Quite a master stroke!,"@509289 At this point in time, Alexa is available only through invites. You could use our companion app to share the feedback until this device is available for purchase without invites. For further information you may us this link: https://t.co/fRPORLKTaG. ^AM",product_issue,Poor,ESCALATE,Customer reports inability to write a product review and raises a serious complaint.,product_issue,0.2917,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"That's odd. In that case, please share your details here: and I'll get in touch with you.",238891
369128,"What’s the reply eta, and what’s this link to the convo it’s requesting","@176815 Hello! The requested URL to Twitter message is the link to the current conversation here on Twitter. You can right-click on the time stamp and select “Copy Link Location” or “Copy Shortcut”, then right-click in the field below and select “Paste”. ^NS",customer_service,Acceptable,AUTO_HANDLE,Customer asks for clarification about the support conversation link and response time.,other,0.3619,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Sorry about that! You can reach us the fastest by phone or chat here:,2706713
1108152,Il est marqué “retour en cours” Sachez que dans le sms de réception de Chronopost j’avais jusqu’au 10/11 pour le récupérer !,"@381540 Afin de vérifier votre dossier, je vous prie de remplir le formulaire suivant via un PC : https://t.co/HtUowg2UGX ^MA",return,Acceptable,ESCALATE,Customer has a return/collection status issue involving a pickup deadline.,other,0.4108,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Je vous invite à consulter le solde chèque cadeau depuis le lien:,1114997
644055,2 days timeline mentioned by you in email is now over but still no action and reply by you,"@272885 Apologies, kindly reply to our E-mail correspondence, we'll look into it and get back to you at the earliest. ^MO",customer_service,Poor,ESCALATE,Promised support timeline has passed without action or response.,other,0.4336,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Thank you for replying! Please submit your packaging feedback here:,2137904
1258204,Haven’t heard back yet,@414826 You may select phone or chat for a faster response. ^AT,customer_service,Acceptable,ESCALATE,Customer has not received a support response.,other,0.5649,ESCALATE,Intent is unclear or sensitive; Customer message is too short or vague; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,We would like to help you. Please share your details with us here: We'll get in touch shortly.,352829
2773069,"J'ai vu avec eux, merci 😁","@383095 Merci à vous, bonne soirée ! :) ^AR",other,Good,AUTO_HANDLE,Customer confirms they have handled the matter and thanks support.,other,0.4689,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Parfait, j'espère que vous trouverez entière satisfaction auprès de notre service client.",2436002
2296817,When are you going to have the Stranger Things monopoly in stock on the UK site???,"@140838 Hey Charlotte- Any updates will first be advertised on site, keep an eye out for updates. ^NV",refund_payment,Poor,ESCALATE,Customer wants money credited and is unhappy with repeated standard replies.,other,0.3909,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Unfortunately I've not been able to find a listing for the FBE34 camper but have found that the FBR34 Camper is available from a number of sellers here:,2935765
779989,Sir/madam I have order a charger on 7th of this month and yesterday was its delivery date. But it didn't reached me.,"@169609 I'm sorry for the delay. Please contact us via: 
https://t.co/2t6DQpbXFx so that our team can help you right away. ^PR",other,Good,AUTO_HANDLE,Customer confirms the issue is completed.,delivery,0.2005,ESCALATE,Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Thanks for your continued patience! Orders may be delayed for various reasons during Holiday peak times. You will receive an email containing tracking information when it ships. Sorry for the inconvenience.,511716
1736,Two fake items in one day. Time to cancel my Amazon Prime membership.,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,customer_service,Good,ESCALATE,Customer has provided details and is waiting for support contact.,prime,0.4038,ESCALATE,Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"We aim to deliver by the date given. I'm sorry for any inconvenience this causes, Please keep us posted.",339912
375832,"Original delivery date WAS Oct 8. Carrier was/is AMZL US (no idea who that is, but that's what my account stated)",@205132 What's the current status of the tracking: https://t.co/Y5jpI9gRhE? Have you been given a new delivery date? ^JJ,customer_service,Poor,ESCALATE,Direct complaint about customer service.,delivery,0.3085,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,You can find the carrier information by navigating here:,96635
77578,"You see, it's not just the thrill and the throttle for me. It's the storytelling and the cliffhangers that make it, it. And not sure what the form was about, but filled it nevertheless... https://t.co/Hyexcr1JPZ",@132975 I feel yahh!! The wait still continues!! Thank you keeping us posted. ^BV,customer_service,Acceptable,ESCALATE,Customer is frustrated about needing repeated follow-up.,other,0.2617,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Thank you for sharing the details. We'll look into the issue and will get back to you at the earliest.,1152588
1763250,All orders showed delivery for the next day but so far all 4 orders have not arrived then.,@511641 We'd like to look into this further with you. Please reach out to us for available options: https://t.co/JzP7hlA23B ^JP,product_issue,Acceptable,ESCALATE,Customer tried troubleshooting but the service still does not work.,delivery,0.2811,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"When you placed the order, what delivery date was given?",183729
1243773,It’s saying it’s supposed to ship today to get here Friday (I have prime with the 2 day shipping) is it just going out later tonight?,"@411798 We'll email you with a tracking number as soon as the item has been shipped. Keep an eye on your email, we'll be in touch! ^RM",customer_service,Poor,ESCALATE,Seller is dissatisfied with unresolved seller support.,delivery,0.2924,ESCALATE,Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Who is the carrier for your order? If you are unsure you can find the information here,425062
1547265,Once again AMAZON PRIME FAILS to deliver the next day #wortlessguarantee,@402789 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM,refund_payment,Poor,ESCALATE,Customer explicitly requests money back.,prime,0.4596,ESCALATE,Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Please contact us here so we can look into this with you:,1386440
1922800,@115821 ￼ I am unable to connect customer care on its number. How can I talk to receive duplicate bill.,"@572401 That is unsusual, Kamal. Did you try reaching out to us via: https://t.co/JI6wnUFaHE ? ^KS",delivery,Poor,ESCALATE,Paid delivery commitment was not attempted,other,0.3217,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Could you let us know if your facing any issues while turning on the subtitles?,835110
803979,Already checked no reason given by you,@311606 Sorry about that! Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll get this checked for you. ^PB,prime,Acceptable,ESCALATE,Prime customer reports a missed promised delivery.,other,0.6899,ESCALATE,Intent is unclear or sensitive,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Apologies, is there more info available in the tracking: Is the order fulfilled by Amazon or a 3rd Party Seller?",588707
1461601,J'ai annulé m'a commande avant d'en repasser une sur ce produit mois cher. ENFAITE CE N'EST PAS LE MÊME ! ;u;,"@206727 Je suis désolée, mais nous sommes dans l'impossibilité de le faire, merci pour votre compréhension.^FT",customer_service,Acceptable,ESCALATE,Customer has already provided requested information and needs follow-up.,other,0.3531,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Avez-vous contacté notre SAV pour leur signaler cela?,1565853
1887330,I have tolded to your customers service there is Akshat supervisor who was not properly to me . He was saying it's notourconcern,"@353737 Sorry about that, Zeshan. We're looking into this and we'll reach out to you soon with an update. ^HK",delivery,Good,AUTO_HANDLE,Customer asks about providing the package tracking number.,customer_service,0.2359,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I get your concern on streaming prime videos. Please share your details: &amp; let us know. We'll help .,931517
413987,Still awaiting for the revert. The order on my account even shows undelivered and is in dispatched state..what's going on?,"@200856 Apologies for the experience, Kunal. Please reach us from here: https://t.co/rS49hgaADF we'll look into this and assist you. ^SV",customer_service,Poor,ESCALATE,Customer expresses frustration with support interaction.,order,0.295,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"I'm afraid that we haven't received the mail yet. I request you to kindly fill in the details once again through the link provided to you earlier so that we can work on this right away, without any further delay.",99806
2950826,"I have written a LONG Story on the link, please solve my problem at the earliest!!",@814865 Thanks for the confirmation. We'll check the details and will get back to you with an update soon. Appreciate your understanding. ^SD,order,Poor,ESCALATE,Pre-ordered item is unavailable and customer wants an alternative.,other,0.3856,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Thank you for confirming. As you've filled in the details, we'll reach out to you soon.",1265682
2349524,Can u give a definite time frame rather than earliest etc?,"@679139 As you have shared your details using secured link, our team is working on the issue. You'll be receiving a correspondence within 12 hours. ^RI",delivery,Acceptable,ESCALATE,Customer indicates a delivery-status issue.,other,0.3162,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Hi, which carrier is the parcel with?",286264
2355242,numerous times now your delivery drivers are refusing to acknowledge &amp; use my safe place.Have complained &amp; they insist on not leaving items where i have stated.why?.,@321577 I'm sorry to hear about this issue with your deliveries. Has this occurred with one carrier or multiple carriers: https://t.co/aaDyEz1VgE ^DO,product_issue,Acceptable,ESCALATE,Customer complains about packaging/fulfilment.,delivery,0.2255,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,こちらの商品でしょうか。 通常配送をご利用でもご注文合計金額が2000円に満たない場合は、配送料が350円かかります。送料を合わせた金額がギフト券残高に足りているか、ご確認ください。 RI,418189
126360,Still it showing 22nd Nov. And I did not find any help. I want my mobile.. https://t.co/aSv1p5CI8q,@144362 Apologies for the delay. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB,refund_payment,Acceptable,ESCALATE,Customer reports a card/payment authorization discrepancy.,customer_service,0.3023,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"If you've already confirmed the selected payment method is current, please call or chat us here:",254050
2719397,I was told someone would respond yesterday and apparently they saw someone was on it,"@149467 Hi Sophie, sorry to hear that. Without revealing any personal information, could you tell me a bit more about the issue you are having? ^TI",product_issue,Acceptable,ESCALATE,Amazon app is not loading on the TV.,other,0.2747,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Have you received an e-mail from our Account Specialists? Be sure to check spam and junk folders. We'd like to help!,145847
2581903,So who is gonna tell me where my parcel is? @126705 / https://t.co/f5tp6pqhYg,@731738 I am sorry about the frustration! Can you give us more information here so we can look further into this please?  https://t.co/JzP7hlA23B ^DJ,delivery,Acceptable,ESCALATE,Customer reports unexplained changes to delivery dates.,other,0.487,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I'm sorry for the wait. Late parcels usually arrive within the next business day. Please keep us posted when it arrives.,1528672
2910304,"Given the invisibility of an actual customer service email, some kind of response would be nice @115830 - Not least the self-interest that someone appears to have sold them a whole load of £5 plastic as £25 ceramic.... https://t.co/FR0OCRi7Jz",@488285 I'm sorry for the wait! Can you please link us to the product detail page? We'd like to take a second look. ^JM,product_issue,Acceptable,ESCALATE,Customer reports a browser/security certificate error.,customer_service,0.2269,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Thanks for keeping us posted. If you need anything else please let us know!,832088
1041656,All I have is this. TBA555846473000,@366348 We would like to take a closer look into this with you. Please fill out your details here: https://t.co/7lowXyvclf and someone from my team will be in touch with you. ^AY,prime,Good,AUTO_HANDLE,Customer asks about Prime trial duration and account usage.,other,0.5337,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,In this case it would be best for us to assist you directly. Please reach out to us here:,2582995
162039,Et si je souhaite arrêter amazon prime ?,"@136284 Vous pouvez annuler l'abonnement Prime via le lien suivant : https://t.co/b35Z1xCrAj
^MD",prime,Poor,ESCALATE,Prime customer reports failed delivery support and missed package.,prime,0.4361,ESCALATE,Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,What were you advised when you contacted us?,1260224
2706308,@115828 I preordered Call of Duty WW2 but didn’t get my preorder bonus. Pls help. @115821,@608727 I'm sorry. We can't view account or order info via Twitter. Allow us to look into this further by using this link: https://t.co/hApLpMlfHN ^DO,prime,Poor,ESCALATE,Prime guaranteed delivery was missed.,order,0.2994,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Alles Wissenswerte findest du hier: Hast du diesbezüglich eine E-Mail bekommen? Gruß,61021
2795293,"Lo que pedí,no hubo ningún problema obviamente💪👍",@780030 ¡Nos alegra saber que has recibido tu pedido sin problema! Si en el futuro requieres nuestra asistencia quedamos a tu disposición. ¡Saludos! ^PC,customer_service,Acceptable,ESCALATE,Customer checked email folders but has not received expected communication.,other,0.4768,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Hola Maese, ¿podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta?",651726
