tweet_id,analysis_text,historical_reply,human_intent,human_reply_quality,human_action,human_notes
619097,"U don’t mean a bit of wat u write.. so don’t put up an act if there ws genuine intention to resolve, the simplest way wld hav been to credit INR 298 to my amazon wallet Instead ur team is busy sending standard reply to my emails not wanting to resolve issue",@197812 Please reply to the email which was sent to you earlier. We would certainly look into this. ^MD,product_issue,Good,AUTO_HANDLE,Customer clarifies which product version they mean.
2444000,Great thank you! All done.,@250463 You are welcome! Glad we could help! ^TR,delivery,Poor,ESCALATE,Delivery failed despite successful previous deliveries to the same location.
797440,Done..you may call me now if you want..,@310131 We'll get back to you soon with an update as the details are shared. Appreciate your understanding. ^BS,prime,Good,AUTO_HANDLE,Customer resolved the delivery issue but complains about Prime delay.
318805,very poor customer service 😡,@190898 My apologies for the ill experience. We're following up with your concern via DM. ^HA,delivery,Acceptable,ESCALATE,Customer replied to email but still has no delivery update.
814356,I hope I don’t have to comment back on same thread again.,"@313951 I understand your concern, Vikram. We'll get back to you soon. Appreciate your patience and understanding. ^HD",customer_service,Good,AUTO_HANDLE,Customer asks where they will receive an update.
1716707,"Hi, that was the first thing I did since I wanted to watch programs on my PC instead of my phone. Done everything listed but to no avail :(",@519852 We'd like to look into this with you in real-time. Please reach us here: https://t.co/JzP7hlA23B ^AG,delivery,Poor,ESCALATE,Customer wants a clear delivery date.
2599540,I have been writing. I know that there will be no resolution. Your inefficient seller support will never do anything favorable for sellers. #HearUsAmazon,@735913 I'm sorry for the trouble. Kindly reach out to our seller support team here:https://t.co/hITbmQzz2y as they'd be the best team to help you with this. Appreciate your understanding. ^EM,product_issue,Good,AUTO_HANDLE,Customer is directed to eligible Trade-In items.
384519,"This is ridiculous, I want my money back, I do not wish to make any purchase on Amazon.😞😞😞",@207043 that we can assist you accordingly. (2/2) ^MO,order,Acceptable,ESCALATE,Customer is identifying the third-party seller associated with an order.
341288,"Uh no. Not g0nna pay for a delivery on a certain day and not even have it ""attempted""","@197440 I understand the concern. If you'd like to discuss other options, feel free to contact us here: https://t.co/hApLpMlfHN ^BH",order,Good,AUTO_HANDLE,Customer confirms the order was placed.
1860091,"placed a order on Monday, Amazon prime customer, told it would be delivered yesterday, it didn’t arrive. https://t.co/msXv48kPgk",@556076 Sorry about that! It's rare by delays can happen. Hopefully it would be out for delivery today.^CD,refund_payment,Poor,ESCALATE,Customer disputes an incomplete refund amount.
1212691,I have already provided my details on the given link,@404627 Could you confirm receiving an email from our team here: https://t.co/NTkrxpsbHJ ? ^KA,delivery,Poor,ESCALATE,Customer complains about repeated late and unsafe deliveries.
2962660,Vous voulez le numéro du colis ?,@817520 Vous pouvez nous envoyer le numéro de suivi (par DM de préférence). ^MH,delivery,Acceptable,ESCALATE,Customer asks about a pending delivery/date
2756089,Were you just asking for the sake of asking? #SameSame,"@771384 We'd like a chance to look into this with you, submit carrier feedback on your behalf, and review our available options. Please reach out to us by phone or chat here: https://t.co/hApLpMlfHN ^WT",customer_service,Poor,ESCALATE,Customer demands a clear resolution timeline.
2078452,I am Frustrated. I pre-ordered @74818 physical PC copy in 2016. Not avail... tried to change to digital and taking 1-2 Days,@614719 I'm sorry! Is this the item you're referring to: https://t.co/ErvqlYLstG? Was a refund issued for the physical copy? ^SB,customer_service,Good,AUTO_HANDLE,Customer asks about the channel for receiving updates.
1095848,It says it was delivered yesterday.,@378604 Oh no! Here's some info on what to do when a package is marked delivered but you haven't received it: https://t.co/M0zQJam0gV ^CN,delivery,Poor,ESCALATE,Customer wants a definite delivery date rather than generic information.
797485,Que la commande serait envoyée dans un carton et non une enveloppe craft...,"@310136 Je comprends parfaitement votre frustration, nous ne manquerons pas de remonter cet incident et désolée encore une fois ^FT",return,Acceptable,ESCALATE,Returned item has been received but processing is delayed.
2312710,That would happen if AMEX was charged but it never was. I just got off the phone with a amazon rep and she said there is no authorization,@333030 Have you been able to contact your card's bank to see when the points will refresh and show up on your Amazon account? ^FR,product_issue,Acceptable,ESCALATE,Kindle Unlimited books are not syncing to the device.
416733,"hello! I'm using a Samsung TV all other apps work but amazon doesn't load. Tried to refresh internet, no luck!",@214417 If you get in touch we'll see if we can go through some trouble-shooting: https://t.co/JzP7hlA23B. ^BM,account_login,Acceptable,ESCALATE,Customer reports loss of access to inventory.
2388940,No it just changes the dates! No reason,"@688279 Hi, apologies for any disappointment, delays should be rare. Please keep us posted on your next deliveries &amp; let us know if there are issues. ^TS",customer_service,Good,AUTO_HANDLE,Customer completed the requested step and is waiting for contact.
1095957,@378626 j ai exactement le même problème avec seul Firefox 56 en allant sur amazon.de et/ou .fr SEC_ERROR_OCSP_INVALID_SIGNING_CERT,@378627 Désolée pour cela. Pouvez-vous vérifier avec un autre navigateur SVP? ^SM,customer_service,Acceptable,AUTO_HANDLE,Customer requests a website update.
1271553,"yeah, i did. how long will the trial last? and can i sign out and have my mother sign in with different info since we share an amazon prime membership already",@221898 The Prime trial lasts 30-days from the day you sign up. You are able to sign out and have another account sign in! Please let us know if you have any other questions! We are here to help! ^AD,delivery,Poor,ESCALATE,Guaranteed delivery date was missed with no new date.
457718,They said that they were not able to do anything as they cannot call the drivers or contact them so they forwarded my message to some department which we both know will never fix anything. I am very disappointed as I needed my package today which is why I have prime!!!,@223699 Thank you for the information. Can you confirm for us the carrier that was set to deliver the order here: https://t.co/q4LAMZ3tbE? ^GG,return,Acceptable,ESCALATE,Return has been received but not processed.
379805,"What is the point of Amazon Prime!? I ordered something yesterday, it GUARANTEED it'd be here today. Now it's saying tomorrow.","@206103 Hi, sorry to hear that, is there more info about the delay available in the tracking: https://t.co/aaDyEz1VgE? ^JJ",other,Good,AUTO_HANDLE,Casual positive comment with no support issue.
449936,Hiya. Yeah I have checked spam/junk and nothing there,"@221642 Thanks for checking, Carl. Please get in touch with us here: https://t.co/zH8UlhTGcc &amp; we'll check for an update for you. ^TS",account_login,Acceptable,ESCALATE,Customer reports access being denied.
42492,Just the standard one! https://t.co/N0Z5up8AEu,"@125389 Thanks for the info! Per the product description, it does state that this version comes with one of five poster designs. ^AL",product_issue,Acceptable,ESCALATE,Digital book synchronization is not working.
1073770,..My order was not delivered citing reasons location could not be tracked..You have delivered more than 100 orders to me,@373357 here: https://t.co/GIJyeYqKE0 and I'll look into this for you. (2/2)^SQ,product_issue,Good,AUTO_HANDLE,Customer is asking/being guided about Trade-In eligibility.
230068,"C'est bon, vu avec colis privé, mais pas cool ce retard...surtout avec l'abonnement prime. Bonne journée","@170819 Entendu, je vous réitère mes excuses à ce sujet. Nous restons à disposition en cas de besoin ^KD",order,Acceptable,ESCALATE,Customer identifies the seller for an order.
1594648,"Ok, I got an email, replied &amp; I still have no answer as to when I will get my package. I don't want to shop with Amazon again.",@490013 When did you send the email? What is the latest update on the tracking?^CD,order,Good,AUTO_HANDLE,Customer confirms an order was placed.
637314,"Thank you for clarifying. It was sold and shipped by Amazon, so that answers it. I just wanted to make sure I wouldn't have to eat a chunk of the cost before I opened the box. This is the first time I've had packing problems from Amazon so I didn't know what to expect. Thank you.","@271114 Of course! Let us know if you need any further help. We're here for you! Also, we're always looking for new ways to improve. If you'd like, please help us by sharing your packaging experience with us here: https://t.co/XuxSAQZ66E. Thanks in adavance! ^KJ",refund_payment,Poor,ESCALATE,Refund amount does not match the product price.
1689448,"Ordered USB cable for delivery today, now saying I'll get it b/t Dec 27th &amp; Feb 8th. That's fairly useless. What's going on?",@316653 Oh my! I'm sorry for the wait! Was this item sold by us or by one of our sellers? https://t.co/Y5jpI9gRhE ^MH,delivery,Poor,ESCALATE,Customer reports repeated delivery failures and delays.
2392618,"I already tried to cancel it; I got an email telling me it couldn't be done. I'm confused as to why, since it was not a third party listing, it was 100% amazon according to the order details.",@688997 It may be that it is too far in the dispatch process to be cancelled? ^MC,delivery,Acceptable,ESCALATE,Customer requests clarification about a pending date.
2558513,Amazon looted our hard earned money. Investigation team doing nothing instead of assistance they denying for every needed resolution,@726322 We've responded to your concern here: https://t.co/HKzixI2411 Do keep us posted for any further assistance. ^BA,delivery,Poor,ESCALATE,Customer is demanding a definite delivery/resolution date.
545804,None of these options allow me to cancel the order due to delivery failure by @115817. I will dispute the charges via the the credit card company instead.,"@246893 Since your order has shipped, you won't have the option to cancel the order. We can however, look into return options with you at the link provided. You can also refuse the shipment when a delivery attempt is made. ^VS",customer_service,Good,AUTO_HANDLE,Customer asks how they will receive an update.
342947,Gracias por su atención,"@155891 Con mucho gusto, recuerda que estamos a tu disposición siempre que lo necesites. ^HC",customer_service,Poor,ESCALATE,Customer is dissatisfied with unclear automated communication.
1718681,J ai tenté de contacter Colis Privé ... c est dommage d acheter sur Amazon avec une garantie de livraison le jour de la sortie ... et,@520360 Le mieux serait de le signaler à l'équipe en charge via ce lien  https://t.co/hgIrz98cdI ^SN,return,Acceptable,ESCALATE,Return processing is delayed.
1119134,"Heights of support. Tollfree never works it says, if you have any issues use our app #nolivechat #callsupport #pathetic #lost https://t.co/Bi8TnffsDa","@384053 Apologiess. Have we missed the estimated date? You can check it here: https://t.co/pYHdlcj0Ot, keep us posted. ^HR",product_issue,Acceptable,ESCALATE,Kindle Unlimited content is not synchronizing.
1105062,3 days over my problem not resolved,@324801 Could you please confirm if you've contacted us from the link given earlier by 'SH'? ^ZH,customer_service,Poor,ESCALATE,Problem remains unresolved after three days.
2862056,"Yes, I know how to track my own order. It says arriving today by 8pm (2 hours from now). No delay notification. There is no tracking or carrier *because it hasn't shipped*, as I previously stated. Your prior tweets say to rely on the delivery date at checkout, which is today.",@795075 I'm sorry for any concern this has caused. Some items can ship and deliver the same day. Please let us know if you don't receive your order by 8pm. ^SG,delivery,Poor,ESCALATE,Order has not shipped despite today's promised delivery date.
338589,do you plan on a better system for shipping? My UPS guy always comes when I am not there &amp; every Amazon locker I select is full.,@196826 I'm so sorry for the troubling experience. Is this regarding a current order shown here: https://t.co/Y5jpI9gRhE? ^AG,delivery,Acceptable,ESCALATE,Customer has repeated delivery and locker availability problems.
2956990,I have called customer service three times and nobody can give me any information at all,@816246 I understand your concern. We are here to help!  Packages can arrive as late as 21:00. Please keep us updated on the arrival. ^SC,customer_service,Poor,ESCALATE,Customer received no useful information after multiple calls.
2886610,@121294 Today I had visited lg's service center related to my phone's battery issue and they had said that the battery is not new and they refused to change it for free I don't know who is responsible amazon or LG but i want it to be replaced to free or ill sue.,"@658579 I apologize for the experience you had, Naved.  Allow our support team to look into this. You can connect with us here: https://t.co/R3EfhzgU8B ^NK",product_issue,Poor,ESCALATE,Customer reports a defective or previously used phone battery and requests replacement.
2945538,When I was shopping for the item (on Monday) it said have this item by 11/29. After order completion it gave me a date of Dec1. 🤔,@813627 So sorry for the delay! Some items can take a little longer to process than others. Two-day shipping is 2 business days after the item has been dispatched. Your email confirmation is has the best delivery estimate. ^AD,delivery,Acceptable,ESCALATE,Delivery estimate changed after the order was placed.
429002,I don't wanna fill again it's final first refund and compensation than return got it @115851,"@158494 Sorry for the disappointment. Please revert to the email you've received from our team or re-submit the details, we'll get back. ^KA",return,Poor,ESCALATE,"Customer disputes having to repeat information and refers to refund, compensation and return."
2868330,And all this after begging and pleading to approx. 10 of your executives to help me in an urgency. Wow! I am sure nobody must have even noted why I was persisting so much for an early delivery - especially when I had paid for an early delivery.,"@543168 I can understand how upsetting it can be when an order is delayed. However, as informed earlier the replacement products will be delivered using standard shipping speed. So I request you to wait until the estimated time frame. ^SC",delivery,Poor,ESCALATE,Customer paid for early delivery but still experienced a delay despite repeated support contacts.
1823891,"I give in - second consecutive order Amazon has screwed up, I've spent time trying to fix, then Amazon's failed to do what it said it would.","@134059 I'm sorry to hear we didn't meet your expectations. Without giving account &amp; personal info, can give info about the situation? ^MW",order,Poor,ESCALATE,Customer reports repeated order problems and failed resolution.
2767593,Et aussitôt racheté une coque à la bonne taille 😊,@668416 Bonne reception 😉,product_issue,Good,AUTO_HANDLE,Customer says they bought the correctly sized replacement and appears satisfied.
2418084,Twice. The packages are in order from left to right. The third wasn't as bad but was still damaged from poor protection.,@694839 Have you spoken with our real-time customer support to see if they have any other options available? ^MJ,product_issue,Poor,ESCALATE,Customer reports multiple packages/items damaged due to poor protection.
2139345,After 4 calls to amazon I have no hope that I will receive a call back. Please start investigation immediately. General sale tomorrow,@629144 Pls fill out this secure form Sian and a specialist will look into this for you https://t.co/tkLCr7DNil ^KM,customer_service,Poor,ESCALATE,Multiple support calls have not resulted in a callback and customer requests investigation.
806327,Yeah my package was suppose to arrive yesterday by 9pm now it says it might not come until tomorrow,"@312151 Sometimes delays can happen, but we want to make sure you receive your order! Let us know if it doesn't arrive by tomorrow! ^ME",delivery,Acceptable,ESCALATE,Package missed the expected delivery time and was delayed to tomorrow.
1278142,"AMZL . As in, AMaZinglyLate.",@419110 We'd like to look into this with you. Please provide your contact info here: https://t.co/PjBwzSoQSC &amp; we'll be in touch. ^LB,delivery,Poor,ESCALATE,Customer complains about late delivery service.
437980,vous avez intérêt à m'en réexpédier un autre pcq vu l'état le disque dur il tiendra pas 1 an,"@219048 Bonjour, désolée d'apprendre cela :/ le mieux serait de contacter notre SAV via ce lien  https://t.co/hgIrz98cdI ^SN",product_issue,Poor,ESCALATE,Customer reports the product is in poor condition and requests a replacement.
1953386,I just dont understand how i get instantly charged the money comes straight out yet i have to wait upto a week for the money back! I still don't know if the refund has been issued,@579937 How did they confirm the refund? The time advised would also include Bank processing time. ^PK,refund_payment,Poor,ESCALATE,Customer is concerned about delayed refund processing after immediate payment.
785801,Ok I will try it. Thx,@307482 No problem. ^KM,other,Good,AUTO_HANDLE,Customer acknowledges the suggested solution positively.
511705,"It was a Prime eligible item. Ordered it yesterday, given Monday 04/12 as the soonest prime delivery option.","@237639 During this busy time we have extended slightly the delivery window for some Prime eligible items. We appreciate your patience with us, Dave.^SM",prime,Good,AUTO_HANDLE,Customer is confirming the available Prime delivery timeframe.
2961723,@116324 have meant to pick up a package two days in a row now to return to you. Despite their promises they haven’t turned up on either day. What’s worse is that they only said the delivery would be between 8am and 8pm so we’ve been stuck inside all day,"@221314 I'm very sorry for the poor experience! Whenever you have a chance, reach out to us here: https://t.co/JzP7hlA23B We'd be happy to look into this with you in real-time! ^SK",return,Poor,ESCALATE,Scheduled return pickup failed twice and caused significant inconvenience.
2406909,I replied long back,@692195 Thanks for the heads up. We'll check this and get back with an update. Keep an eye on your mailbox. ^YP,customer_service,Acceptable,ESCALATE,Customer says they already replied and is waiting for follow-up.
141097,@115821 @1402 @8105 @1840 . Should i take a snap of ur email and post it? Everyone in Amazon speaks same lang? Do u guys bought any template or what? By the way the email i got is neither a resolution nor answer. Come to the topic. stop templating,@147589 I'm sorry but the resolution provided by our team was the best we could offer. Kindly reply to the latest correspondence from our team for further assistance. ^GD,customer_service,Poor,ESCALATE,Customer says the support response is templated and does not answer the issue.
2260810,It’s next day delivery and when I signed in today its saying my orders are delayed after already apparently being dispatched to the carrier from two different locations.,"@377094 While it's rare, delays can occur. Have you been given a new expected delivery date? ^AC",delivery,Poor,ESCALATE,Next-day delivery order has been delayed after dispatch.
107313,La spedizione è stata fatta da Amazon,@139835 Grazie per il riscontro. Contatta i colleghi del Servizio Clienti da qui: https://t.co/jrFo5bLIbk per ricevere assistenza. Restiamo a disposizione! ^PS,delivery,Good,AUTO_HANDLE,Customer confirms the shipment was made by Amazon.
2877745,"No, all he needed to do was scan the qr code &amp; put the label on but he made it such hard work, said he was too busy with other paperwork, not my problem! So just walked out, felt as though my business wasn’t valued! This was at Smisby news in Ashby de la Zouch",@798780 We'd like to speak with you about this to get to the bottom of it! Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B. ^DG,return,Poor,ESCALATE,Customer reports a poor experience while trying to complete a return.
1437381,you have let me down bigtime. Message sent.,@453673 Sorry to hear that. Have you spoken to someone over the phone? ^RS,customer_service,Poor,ESCALATE,Customer expresses strong dissatisfaction with support.
2874076,Amazon shipping is all I have,@791507 Thank you. And have your packages been delivered now. What does the tracking currently say? ^KK,delivery,Acceptable,ESCALATE,Customer's message concerns Amazon shipping but lacks enough detail for resolution.
589988,"hi Amazon! I am a prime member in the UK, and I want to buy Christmas presents for my family in Australia. Can I use the UK Amazon shop for that or do I have to switch to the AU store?",@259503 Hi there! You can use whichever site you prefer. Your login information for one site will work for all Amazon sites (but your Prime membership doesn't carry over). I would suggest checking the prices and shipping charges on each site before making your decision. ^SP,prime,Good,AUTO_HANDLE,Customer asks about using a UK account/site for purchases in Australia and Prime coverage.
226307,Last time tweeted this was the typical reply gave. And after registration of complaint the reply you have on mail is different,"@170029 In this case, please revert to our email correspondence for further assistance on this. ^HK",customer_service,Poor,ESCALATE,Customer reports inconsistent responses between Twitter and email support.
111814,"To answer your question, the order hadn’t been shipped. This was maybe 1 hour or so after the order was placed.","@140835 Once an order is being prepared for shipment, we are unable to alter the order in any way. ^ZW",order,Acceptable,ESCALATE,Customer discusses an order that had not yet shipped and implies an order-change issue.
801688,Thanks! Heavy demand i perfectly understand. What i fail to understand is ppl who requested an invite much later have received them whereas😔,@311031 I request you to please wait and keep an eye on your emails. Invitations will be sent soon. ^NR,other,Acceptable,ESCALATE,Customer is concerned about not receiving an invitation despite later applicants receiving one.
986091,Yeah I got some headphones on the way so hopefully they are actually headphones 😂😂,"@353700 Ok, let us know anyway if you have any more problems. ^KM",order,Good,AUTO_HANDLE,Customer confirms headphones are on the way and makes a lighthearted comment.
322987,I paid extra for 1 day shipping so my package would arrive when needed. Now it may not arrive for 4 more days. What the heck!,"@192931 I'm sorry Jessica, please contact us here for help:  https://t.co/hApLpMlfHN ^AT",delivery,Poor,ESCALATE,Customer paid for one-day shipping but expects a major delay.
1553846,i'm calling from ireland - i cannot connect to the number in that link.,"@480675 Since you can't contact us, let's contact you. Fill out this form: https://t.co/whNFPnGPjC We will be in touch. ^DA",customer_service,Acceptable,ESCALATE,Customer cannot reach support through the provided phone number.
2522243,I got a mail saying product is cancelled but on the site it still is in dispatched state. Can I know till when are you going to hold my money ? and who is going to pay for the interest ? shame on you @115821 @115851,@718351 I apologize for the delay in resolving your issue regarding the order cancellation. Please reply to the email sent to you by our team. We'll help you. ^PJ,refund_payment,Poor,ESCALATE,Cancelled order still shows dispatched and customer is concerned about withheld payment.
1680367,Unhappy with the quality of product,@393065 Apologies. You may reach out to our support team here: https://t.co/vlvfJr4nN9 and we’ll be glad to help you. ^NK,product_issue,Poor,ESCALATE,Customer directly complains about product quality.
926655,Because of the AmzLogs delivery service there were many problems. On the phone 2x. Finally got. Size doesn't work &amp; no idea how to return.,@339877 Was the item purchased from https://t.co/nUUp5MLhYl or https://t.co/ykTUEmdsQA? ^LB,return,Poor,ESCALATE,Customer has delivery-related problems and does not know how to return the item.
2192386,Obviously I have used all your “help” channels to no avail. Even requesting for a refund just to end this waste of time. Write something that isn’t a pre written response. @115821 @115850 @115851,"@641708 I get you're upset. I'd like to take a closer look at this issue and help you, kindly share your details here: https://t.co/beaaDm0muc and I'll contact you soon. ^SY",customer_service,Poor,ESCALATE,Customer has exhausted support channels without resolution and is requesting refund.
2884201,Your site must poll usps less frequently because you still say “by” end of the week. Manually running usps tracking on their site shows “out for delivery”,"@174500 Thanks for letting us know, Ron. Keep us posted if your order does not arrive today as per the tracking.^TI",delivery,Acceptable,AUTO_HANDLE,Customer reports a discrepancy between Amazon and USPS tracking information.
1229723,Do you do trade in on this device? We're thinking of getting a new Fire 8. https://t.co/XrBFNadfEM,"@408416 I'm sorry, this model isn't currently eligible. You can locate eligible Trade-In items here: https://t.co/JMjPIFkhQg ^JM",product_issue,Good,AUTO_HANDLE,Customer asks whether the device is eligible for Trade-In.
2052174,Sold By: Costumes Anytime &amp; Party Supplies,"@376133 For return/replacement options, please click here: https://t.co/QdbmLg8Vs1 ^JA",order,Acceptable,ESCALATE,Customer identifies the third-party seller associated with the order.
665247,Hi! Oh I ordered it this morning! Thank you x,"@278536 Tickets will be sent 7 days before an event. If you haven't received them 5 days before, contact us: https://t.co/AunXwc3emh ^AF",order,Good,AUTO_HANDLE,Customer confirms the order was placed.
1030391,Refund is only processing for $13.09 and product was $19.99...spent over an hour dealing with this last night 😡,"@363790 I'm sorry for the frustration, we'd like to look into this with you. Please provide details here: https://t.co/IO7bkCQlAL ^JF",refund_payment,Poor,ESCALATE,Customer reports that the refund amount is less than the product price.
824093,if they're not leaving laptops on doorsteps unattended to get drenched they're consistently never meeting 2 day guarantee and are late :(,@184560 I'm very sorry to hear this! Is there a carrier in particular you're experiencing troubles with? We'd like to help. ^ST,delivery,Poor,ESCALATE,Customer reports repeated late and unsafe delivery experiences.
180967,Please check the Date from which is pending https://t.co/7gqgOsctkP,@158507 We're sorry for the delay. Please share your details with us here: https://t.co/GIJyeYqKE0 and we'll help you. ^ZH,delivery,Acceptable,ESCALATE,Customer asks for clarification about a pending delivery date.
141059,Delay!! For how many days....???give the correct dste n time for it to resolve.... U cannot ask your customers to wait for a half a month or month...,@147817 Please reply to the email you've received from our team and we'll reach out to you. ^KA,delivery,Poor,ESCALATE,Customer is frustrated about a long delay and requests a definite resolution date.
478475,Thank you. An update on twitter or email?,@134339 No problem. You'll be updated via email. ^TP,customer_service,Good,AUTO_HANDLE,Customer asks where the support update will be provided.
1525058,What is this robot language.. ?? Give me date,"@473708 We don't have any announcement on this yet, do stay tuned to our website for further updates. ^SQ",delivery,Poor,ESCALATE,Customer wants a definite date instead of an unclear automated response.
1240421,"what I find odd is how they had my request for over 48 hours, ship it than say they can't cancel the order because they shipped it 5 minutes prior","@410947 Apologies, did you receive an email to say that the order was lost in transit? ^JJ",order,Poor,ESCALATE,Customer is upset that an order could not be cancelled after delayed processing.
360713,Plz confirm the time. Bcz it is pending since 01 August 17,"@201415 I understand your concern, we are right on it! We'll get back to you soon with an update. ^PR",delivery,Poor,ESCALATE,Customer has been waiting for a long time and requests confirmation of timing.
2126702,Muchas gracias por la información y pronta respuesta.,"@626218 De nada Juan, cualquier duda adicional o inconveniente, estamos aquí para ayudarte. ^DA",other,Good,AUTO_HANDLE,Customer thanks Amazon for the information and quick response.
2602236,I cant get to the site to even log in. https://t.co/gYEZwRqcrv,@736324 Definitely strange! Have you been able to reach the site from other devices? ^BL,account_login,Acceptable,ESCALATE,Customer cannot access the site to log in.
650063,"Yes. The one delivered to the wrong address, was dropped off at my house by the person who received it in error. The other two are MIA.",@274546 can you see order tracking on the order? https://t.co/Y5jpI9gRhE ^AS,delivery,Poor,ESCALATE,"Multiple packages have delivery problems, including wrong-address delivery and missing packages."
205996,"But I was already given that option earlier. I emailed my concern, and got a reply that was totally off topic. I’m not sure anyone read it",@164791 The second link is a different form that you will need to fill in that goes straight to a specialist team. ^KM,customer_service,Poor,ESCALATE,Customer received an irrelevant response and says the issue was not properly handled.
2287528,Who should I contact to find out how Amazon delivered the same package twice?,"@646519 Please use the link ^AM provided to reach us, and keep us posted on the outcome. ^JN",delivery,Acceptable,ESCALATE,Customer reports duplicate delivery and asks how to resolve or investigate it.
115808,"Hi, got a Fire Stick today but get the following error. I'm in UK and it's set to UK! Help https://t.co/6MLgBWfvQO",@141787 I'm sorry for the frustration! We're available to look into your account settings via phone or chat here: https://t.co/oGDklGgbCZ ^SJ,product_issue,Poor,ESCALATE,Fire Stick is showing an error despite correct regional settings.
314029,@115850 Please contact me; It's urgent!,@190973 Kindly get in touch with us here: https://t.co/Tg4omlblQN and we’ll be glad to help you. ^NS,customer_service,Acceptable,ESCALATE,Customer requests urgent support contact.
1456276,Do u think I'm fool tweeting here I tried dat by it's not helping m ...every agent give difrnt answer amazonpoorservice##pathetic##cheaters.,"@177048 If the details were shared, you must've received a correspondence from us. Please check and revert. We'll get back to you. ^HD",customer_service,Poor,ESCALATE,Customer tried the suggested solution without success and received inconsistent answers.
1306427,Are you callin me for this ? Please call me for more clarification on 9899955881,@425293 Please don't provide your order details as we consider it personal info. Our twitter page is visible to public.(2/2)^CB,customer_service,Acceptable,ESCALATE,Customer requests a call for clarification.
2850636,". I purchased a projector lightning deal around 0830 this morning and it still is not showing up in ""my orders"". Is this something to worry about?",@792651 Did you get a confirmation e-mail? You can check all communication from us here: https://t.co/IFzqxZIbJq You might also confirm that you are logged into the correct account. ^AF,order,Acceptable,ESCALATE,Recently purchased item is missing from the customer's order history.
1693578,Actually it's updated now for delivery tomorrow sorry lads will delete,@513958 No worries! Thanks for keeping us updated! ^WT,delivery,Good,AUTO_HANDLE,Customer confirms the delivery information has been updated and issue is resolved.
